;text;favouiteCount;created;id;screenName;retweetCount;mentions;hashtags;permalink;geo
1;"Right ... it was about racism because the immigration issue conflated with visuals of refugees in Europe had a huge issue. Huge. https:// twitter.com/globalissueswe b/status/798224275824058368 ";0;11/14/2016 14:15;"798243027005427712";rockermom53;0;;;https://twitter.com/rockermom53/status/798243027005427712;
